player_name,draft_year_x,height,wingspan,vertical,lane_agility,sprint_time,draft_year_y,gp,ts_pct,usg_pct,BPM
scottie barnes,2021,79.0,86.75,36.0,10.88,3.15,2021.0,74,0.552,0.187,0.9
scottie barnes,2021,79.0,86.75,36.0,10.88,3.15,2021.0,77,0.524,0.2,0.9
charles bassey,2021,81.25,87.0,33.0,12.19,3.13,2021.0,23,0.66,0.152,1.9
charles bassey,2021,81.25,87.0,33.0,12.19,3.13,2021.0,35,0.6579999999999999,0.152,1.9
greg brown iii,2021,79.25,84.25,33.5,10.98,3.19,2021.0,48,0.515,0.168,-4.7
greg brown iii,2021,79.25,84.25,33.5,10.98,3.19,2021.0,16,0.421,0.17,-4.7
josh christopher,2021,75.25,81.25,29.5,11.32,3.14,2021.0,74,0.534,0.205,-3.5
josh christopher,2021,75.25,81.25,29.5,11.32,3.14,2021.0,64,0.523,0.215,-3.5
ayo dosunmu,2021,75.5,82.25,27.0,11.51,3.23,2021.0,77,0.596,0.138,-2.0
ayo dosunmu,2021,75.5,82.25,27.0,11.51,3.23,2021.0,80,0.5670000000000001,0.145,-2.0
kessler edwards,2021,79.0,83.25,28.0,11.3,3.25,2021.0,48,0.516,0.132,-3.8
kessler edwards,2021,79.0,83.25,28.0,11.3,3.25,2021.0,36,0.502,0.119,-3.8
luka garza,2021,82.0,85.5,24.0,11.9,3.51,2021.0,32,0.535,0.195,-2.5
luka garza,2021,82.0,85.5,24.0,11.9,3.51,2021.0,28,0.652,0.245,-2.5
quentin grimes,2021,76.0,80.0,30.5,11.09,3.07,2021.0,46,0.565,0.149,-0.3
quentin grimes,2021,76.0,80.0,30.5,11.09,3.07,2021.0,71,0.619,0.142,-0.3
david johnson,2021,75.25,82.5,33.0,12.02,3.03,2021.0,2,0.0,0.143,-27.7
keon johnson,2021,75.5,79.25,41.5,11.45,3.0,2021.0,37,0.4529999999999999,0.207,-5.9
keon johnson,2021,75.5,79.25,41.5,11.45,3.0,2021.0,37,0.4529999999999999,0.207,-5.7
keon johnson,2021,75.5,79.25,41.5,11.45,3.0,2021.0,37,0.4529999999999999,0.207,-6.0
keon johnson,2021,75.5,79.25,41.5,11.45,3.0,2021.0,40,0.482,0.237,-5.9
keon johnson,2021,75.5,79.25,41.5,11.45,3.0,2021.0,40,0.482,0.237,-5.7
keon johnson,2021,75.5,79.25,41.5,11.45,3.0,2021.0,40,0.482,0.237,-6.0
herbert jones,2021,78.0,84.25,28.5,11.02,3.25,2021.0,78,0.573,0.136,-0.5
herbert jones,2021,78.0,84.25,28.5,11.02,3.25,2021.0,66,0.5670000000000001,0.144,-0.5
corey kispert,2021,78.0,79.0,30.0,10.91,3.12,2021.0,77,0.586,0.142,-2.3
corey kispert,2021,78.0,79.0,30.0,10.91,3.12,2021.0,74,0.657,0.139,-2.3
scottie lewis,2021,76.0,84.0,34.0,10.45,2.98,2021.0,2,0.568,0.059,6.0
sandro mamukelashvili,2021,81.0,85.25,30.5,11.63,3.21,2021.0,41,0.618,0.142,-0.3
sandro mamukelashvili,2021,81.0,85.25,30.5,11.63,3.21,2021.0,43,0.516,0.177,-0.3
miles mcbride,2021,73.0,80.75,31.0,11.08,3.1,2021.0,40,0.3929999999999999,0.1369999999999999,-4.5
miles mcbride,2021,73.0,80.75,31.0,11.08,3.1,2021.0,64,0.475,0.141,-4.5
trey murphy iii,2021,79.5,84.0,34.0,11.65,3.14,2021.0,62,0.5579999999999999,0.147,-1.2
trey murphy iii,2021,79.5,84.0,34.0,11.65,3.14,2021.0,79,0.65,0.159,-1.2
joshua primo,2021,76.0,81.25,30.5,10.97,3.22,2021.0,50,0.487,0.152,-5.0
joshua primo,2021,76.0,81.25,30.5,10.97,3.22,2021.0,4,0.467,0.173,-5.0
neemias queta,2021,83.25,88.0,27.0,11.85,3.29,2021.0,15,0.495,0.176,-5.1
neemias queta,2021,83.25,88.0,27.0,11.85,3.29,2021.0,5,0.607,0.141,-5.1
jeremiah robinson-earl,2021,79.75,81.75,27.0,11.64,3.29,2021.0,49,0.526,0.152,-2.2
jeremiah robinson-earl,2021,79.75,81.75,27.0,11.64,3.29,2021.0,43,0.5479999999999999,0.143,-2.2
jericho sims,2021,81.0,87.25,37.0,11.59,3.05,2021.0,41,0.674,0.068,-1.7
jericho sims,2021,81.0,87.25,37.0,11.59,3.05,2021.0,52,0.78,0.074,-1.7
jaden springer,2021,75.0,79.75,34.5,11.46,3.13,2021.0,2,1.0,0.118,17.1
jaden springer,2021,75.0,79.75,34.5,11.46,3.13,2021.0,16,0.545,0.188,17.1
jt thor,2021,80.5,87.25,31.5,12.19,3.06,2021.0,33,0.525,0.1159999999999999,-3.0
jt thor,2021,80.5,87.25,31.5,12.19,3.06,2021.0,69,0.506,0.13,-3.0
isaiah todd,2021,80.75,85.25,28.5,11.38,3.31,2021.0,12,0.349,0.188,-6.9
isaiah todd,2021,80.75,85.25,28.5,11.38,3.31,2021.0,6,0.226,0.143,-6.9
joe wieskamp,2021,77.75,83.0,30.0,10.7,3.04,2021.0,29,0.494,0.129,-3.9
joe wieskamp,2021,77.75,83.0,30.0,10.7,3.04,2021.0,9,0.321,0.115,-3.9
aaron wiggins,2021,76.5,81.75,29.5,11.2,3.04,2021.0,50,0.556,0.149,-4.3
aaron wiggins,2021,76.5,81.75,29.5,11.2,3.04,2021.0,70,0.607,0.143,-4.3
ziaire williams,2021,80.25,82.25,34.0,10.69,3.12,2021.0,62,0.5589999999999999,0.144,-3.0
ziaire williams,2021,80.25,82.25,34.0,10.69,3.12,2021.0,37,0.511,0.178,-3.0
udoka azubuike,2020,82.0,91.25,37.0,11.82,3.23,2020.0,15,0.597,0.119,-3.8
udoka azubuike,2020,82.0,91.25,37.0,11.82,3.23,2020.0,15,0.597,0.119,-1.4
udoka azubuike,2020,82.0,91.25,37.0,11.82,3.23,2020.0,17,0.743,0.143,-3.8
udoka azubuike,2020,82.0,91.25,37.0,11.82,3.23,2020.0,17,0.743,0.143,-1.4
udoka azubuike,2020,82.0,91.25,37.0,11.82,3.23,2020.0,36,0.774,0.113,-3.8
udoka azubuike,2020,82.0,91.25,37.0,11.82,3.23,2020.0,36,0.774,0.113,-1.4
tyler bey,2020,78.0,85.25,37.0,11.35,3.17,2020.0,18,0.372,0.143,-9.5
cj elleby,2020,77.5,79.25,30.5,11.25,3.25,2020.0,30,0.4679999999999999,0.16,-4.9
cj elleby,2020,77.5,79.25,30.5,11.25,3.25,2020.0,30,0.4679999999999999,0.16,-5.3
cj elleby,2020,77.5,79.25,30.5,11.25,3.25,2020.0,58,0.491,0.143,-4.9
cj elleby,2020,77.5,79.25,30.5,11.25,3.25,2020.0,58,0.491,0.143,-5.3
josh green,2020,76.5,81.75,30.5,10.64,3.12,2020.0,39,0.49,0.1119999999999999,-3.6
josh green,2020,76.5,81.75,30.5,10.64,3.12,2020.0,39,0.49,0.1119999999999999,-1.0
josh green,2020,76.5,81.75,30.5,10.64,3.12,2020.0,67,0.578,0.13,-3.6
josh green,2020,76.5,81.75,30.5,10.64,3.12,2020.0,67,0.578,0.13,-1.0
josh green,2020,76.5,81.75,30.5,10.64,3.12,2020.0,60,0.645,0.14,-3.6
josh green,2020,76.5,81.75,30.5,10.64,3.12,2020.0,60,0.645,0.14,-1.0
jalen harris,2020,74.75,79.0,37.5,10.59,3.11,2020.0,13,0.632,0.2189999999999999,0.3
kenyon martin jr.,2020,78.0,79.25,31.5,11.93,3.16,2020.0,45,0.59,0.154,-1.8
kenyon martin jr.,2020,78.0,79.25,31.5,11.93,3.16,2020.0,45,0.59,0.154,-1.2
kenyon martin jr.,2020,78.0,79.25,31.5,11.93,3.16,2020.0,79,0.603,0.158,-1.8
kenyon martin jr.,2020,78.0,79.25,31.5,11.93,3.16,2020.0,79,0.603,0.158,-1.2
kenyon martin jr.,2020,78.0,79.25,31.5,11.93,3.16,2020.0,82,0.635,0.16,-1.8
kenyon martin jr.,2020,78.0,79.25,31.5,11.93,3.16,2020.0,82,0.635,0.16,-1.2
skylar mays,2020,75.0,78.0,29.0,10.65,3.3,2020.0,33,0.569,0.186,1.9
skylar mays,2020,75.0,78.0,29.0,10.65,3.3,2020.0,33,0.569,0.186,-2.0
skylar mays,2020,75.0,78.0,29.0,10.65,3.3,2020.0,28,0.589,0.149,1.9
skylar mays,2020,75.0,78.0,29.0,10.65,3.3,2020.0,28,0.589,0.149,-2.0
skylar mays,2020,75.0,78.0,29.0,10.65,3.3,2020.0,6,0.624,0.182,1.9
skylar mays,2020,75.0,78.0,29.0,10.65,3.3,2020.0,6,0.624,0.182,-2.0
zeke nnaji,2020,81.25,86.0,33.0,10.94,3.2,2020.0,42,0.615,0.126,-1.7
zeke nnaji,2020,81.25,86.0,33.0,10.94,3.2,2020.0,42,0.615,0.126,-2.2
zeke nnaji,2020,81.25,86.0,33.0,10.94,3.2,2020.0,41,0.629,0.146,-1.7
zeke nnaji,2020,81.25,86.0,33.0,10.94,3.2,2020.0,41,0.629,0.146,-2.2
zeke nnaji,2020,81.25,86.0,33.0,10.94,3.2,2020.0,53,0.62,0.149,-1.7
zeke nnaji,2020,81.25,86.0,33.0,10.94,3.2,2020.0,53,0.62,0.149,-2.2
jordan nwora,2020,77.75,82.25,29.0,11.29,3.43,2020.0,30,0.586,0.254,-1.1
jordan nwora,2020,77.75,82.25,29.0,11.29,3.43,2020.0,30,0.586,0.254,-4.1
jordan nwora,2020,77.75,82.25,29.0,11.29,3.43,2020.0,62,0.506,0.187,-1.1
jordan nwora,2020,77.75,82.25,29.0,11.29,3.43,2020.0,62,0.506,0.187,-4.1
jordan nwora,2020,77.75,82.25,29.0,11.29,3.43,2020.0,62,0.561,0.187,-1.1
jordan nwora,2020,77.75,82.25,29.0,11.29,3.43,2020.0,62,0.561,0.187,-4.1
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,26,0.466,0.19,-6.7
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,26,0.466,0.19,-4.1
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,26,0.466,0.19,-3.8
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,26,0.466,0.19,-8.9
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,10,0.537,0.222,-6.7
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,10,0.537,0.222,-4.1
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,10,0.537,0.222,-3.8
reggie perry,2020,80.25,84.25,30.0,11.26,3.25,2020.0,10,0.537,0.222,-8.9
immanuel quickley,2020,74.0,80.25,29.5,11.21,3.17,2020.0,64,0.557,0.246,0.9
immanuel quickley,2020,74.0,80.25,29.5,11.21,3.17,2020.0,64,0.557,0.246,0.2
immanuel quickley,2020,74.0,80.25,29.5,11.21,3.17,2020.0,78,0.5429999999999999,0.217,0.9
immanuel quickley,2020,74.0,80.25,29.5,11.21,3.17,2020.0,78,0.5429999999999999,0.217,0.2
immanuel quickley,2020,74.0,80.25,29.5,11.21,3.17,2020.0,81,0.578,0.203,0.9
immanuel quickley,2020,74.0,80.25,29.5,11.21,3.17,2020.0,81,0.578,0.203,0.2
nick richards,2020,82.5,86.25,30.0,11.42,3.25,2020.0,18,0.542,0.111,-8.0
nick richards,2020,82.5,86.25,30.0,11.42,3.25,2020.0,18,0.542,0.111,-2.8
nick richards,2020,82.5,86.25,30.0,11.42,3.25,2020.0,50,0.6890000000000001,0.147,-8.0
nick richards,2020,82.5,86.25,30.0,11.42,3.25,2020.0,50,0.6890000000000001,0.147,-2.8
nick richards,2020,82.5,86.25,30.0,11.42,3.25,2020.0,65,0.6759999999999999,0.151,-8.0
nick richards,2020,82.5,86.25,30.0,11.42,3.25,2020.0,65,0.6759999999999999,0.151,-2.8
grant riller,2020,72.25,77.25,32.5,11.17,3.07,2020.0,7,0.75,0.22,5.1
cassius stanley,2020,77.0,79.0,34.5,11.4,3.09,2020.0,24,0.3829999999999999,0.198,-11.2
cassius stanley,2020,77.0,79.0,34.5,11.4,3.09,2020.0,24,0.3829999999999999,0.198,-5.8
cassius stanley,2020,77.0,79.0,34.5,11.4,3.09,2020.0,9,0.516,0.148,-11.2
cassius stanley,2020,77.0,79.0,34.5,11.4,3.09,2020.0,9,0.516,0.148,-5.8
tyrell terry,2020,73.5,73.75,30.0,10.78,3.28,2020.0,11,0.318,0.135,-5.0
tyrell terry,2020,73.5,73.75,30.0,10.78,3.28,2020.0,11,0.318,0.135,-0.9
tyrell terry,2020,73.5,73.75,30.0,10.78,3.28,2020.0,2,1.0,0.111,-5.0
tyrell terry,2020,73.5,73.75,30.0,10.78,3.28,2020.0,2,1.0,0.111,-0.9
xavier tillman sr.,2020,79.5,86.0,26.0,11.8,3.49,2020.0,53,0.51,0.1639999999999999,-0.2
xavier tillman sr.,2020,79.5,86.0,26.0,11.8,3.49,2020.0,53,0.51,0.1639999999999999,0.7
cassius winston,2020,72.5,78.0,24.0,11.15,3.61,2020.0,22,0.575,0.182,-3.2
cassius winston,2020,72.5,78.0,24.0,11.15,3.61,2020.0,22,0.575,0.182,-9.3
cassius winston,2020,72.5,78.0,24.0,11.15,3.61,2020.0,7,0.5489999999999999,0.184,-3.2
cassius winston,2020,72.5,78.0,24.0,11.15,3.61,2020.0,7,0.5489999999999999,0.184,-9.3
robert woodard ii,2020,77.5,86.0,32.0,11.1,3.18,2020.0,13,0.425,0.21,-5.3
robert woodard ii,2020,77.5,86.0,32.0,11.1,3.18,2020.0,13,0.425,0.21,-10.4
robert woodard ii,2020,77.5,86.0,32.0,11.1,3.18,2020.0,12,0.207,0.158,-5.3
robert woodard ii,2020,77.5,86.0,32.0,11.1,3.18,2020.0,12,0.207,0.158,-10.4
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,61,0.497,0.146,-1.6
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,61,0.497,0.146,-4.4
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,61,0.497,0.146,-1.8
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,55,0.491,0.218,-1.6
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,55,0.491,0.218,-4.4
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,55,0.491,0.218,-1.8
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,69,0.515,0.18,-1.6
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,69,0.515,0.18,-4.4
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,69,0.515,0.18,-1.8
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,43,0.524,0.165,-1.6
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,43,0.524,0.165,-4.4
darius bazley,2019,79.75,84.0,30.5,11.09,3.27,2019.0,43,0.524,0.165,-1.8
jordan bone,2019,73.5,75.25,36.0,9.97,3.08,2019.0,10,0.3,0.171,-11.9
jordan bone,2019,73.5,75.25,36.0,9.97,3.08,2019.0,10,0.3,0.171,-4.2
jordan bone,2019,73.5,75.25,36.0,9.97,3.08,2019.0,14,0.519,0.121,-11.9
jordan bone,2019,73.5,75.25,36.0,9.97,3.08,2019.0,14,0.519,0.121,-4.2
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,9,0.351,0.218,-9.0
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,9,0.351,0.218,-5.3
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,9,0.351,0.218,-4.1
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,9,0.351,0.218,-21.4
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,9,0.351,0.218,-4.8
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,9,0.351,0.218,-4.3
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,13,0.51,0.171,-9.0
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,13,0.51,0.171,-5.3
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,13,0.51,0.171,-4.1
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,13,0.51,0.171,-21.4
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,13,0.51,0.171,-4.8
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,13,0.51,0.171,-4.3
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,42,0.52,0.172,-9.0
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,42,0.52,0.172,-5.3
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,42,0.52,0.172,-4.1
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,42,0.52,0.172,-21.4
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,42,0.52,0.172,-4.8
ignas brazdeikis,2019,77.75,81.25,31.0,11.06,3.36,2019.0,42,0.52,0.172,-4.3
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,58,0.6629999999999999,0.18,3.1
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,58,0.6629999999999999,0.18,1.5
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,58,0.6629999999999999,0.18,4.2
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,59,0.56,0.1669999999999999,3.1
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,59,0.56,0.1669999999999999,1.5
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,59,0.56,0.1669999999999999,4.2
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,64,0.66,0.171,3.1
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,64,0.66,0.171,1.5
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,64,0.66,0.171,4.2
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,56,0.6809999999999999,0.174,3.1
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,56,0.6809999999999999,0.174,1.5
brandon clarke,2019,79.25,80.25,34.0,10.61,3.15,2019.0,56,0.6809999999999999,0.174,4.2
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,37,0.444,0.171,-4.6
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,37,0.444,0.171,-4.5
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,37,0.444,0.171,-9.3
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,31,0.527,0.187,-4.6
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,31,0.527,0.187,-4.5
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,31,0.527,0.187,-9.3
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,4,0.3779999999999999,0.179,-4.6
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,4,0.3779999999999999,0.179,-4.5
carsen edwards,2019,70.75,78.0,28.5,10.53,3.22,2019.0,4,0.3779999999999999,0.179,-9.3
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,56,0.542,0.147,-4.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,56,0.542,0.147,-6.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,56,0.542,0.147,-0.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,56,0.542,0.147,-2.8
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,56,0.542,0.147,1.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,33,0.475,0.133,-4.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,33,0.475,0.133,-6.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,33,0.475,0.133,-0.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,33,0.475,0.133,-2.8
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,33,0.475,0.133,1.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,30,0.6709999999999999,0.1969999999999999,-4.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,30,0.6709999999999999,0.1969999999999999,-6.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,30,0.6709999999999999,0.1969999999999999,-0.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,30,0.6709999999999999,0.1969999999999999,-2.8
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,30,0.6709999999999999,0.1969999999999999,1.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,39,0.5710000000000001,0.159,-4.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,39,0.5710000000000001,0.159,-6.5
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,39,0.5710000000000001,0.159,-0.1
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,39,0.5710000000000001,0.159,-2.8
bruno fernando,2019,80.75,87.25,29.5,11.29,3.21,2019.0,39,0.5710000000000001,0.159,1.5
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,43,0.6859999999999999,0.131,-1.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,43,0.6859999999999999,0.131,2.2
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,43,0.6859999999999999,0.131,0.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,43,0.6859999999999999,0.131,4.0
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,43,0.6859999999999999,0.131,1.6
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,54,0.6970000000000001,0.161,-1.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,54,0.6970000000000001,0.161,2.2
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,54,0.6970000000000001,0.161,0.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,54,0.6970000000000001,0.161,4.0
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,54,0.6970000000000001,0.161,1.6
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,72,0.708,0.16,-1.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,72,0.708,0.16,2.2
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,72,0.708,0.16,0.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,72,0.708,0.16,4.0
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,72,0.708,0.16,1.6
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,78,0.7390000000000001,0.146,-1.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,78,0.7390000000000001,0.146,2.2
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,78,0.7390000000000001,0.146,0.3
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,78,0.7390000000000001,0.146,4.0
daniel gafford,2019,81.25,86.25,32.5,11.61,3.25,2019.0,78,0.7390000000000001,0.146,1.6
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,3,0.4,0.2,-12.3
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,3,0.4,0.2,-5.8
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,3,0.4,0.2,-3.4
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,31,0.449,0.185,-12.3
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,31,0.449,0.185,-5.8
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,31,0.449,0.185,-3.4
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,19,0.526,0.182,-12.3
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,19,0.526,0.182,-5.8
kyle guy,2019,72.75,76.5,30.5,10.48,3.27,2019.0,19,0.526,0.182,-3.4
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,64,0.6890000000000001,0.146,-0.3
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,64,0.6890000000000001,0.146,0.6
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,64,0.6890000000000001,0.146,0.2
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,60,0.675,0.156,-0.3
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,60,0.675,0.156,0.6
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,60,0.675,0.156,0.2
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,70,0.68,0.159,-0.3
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,70,0.68,0.159,0.6
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,70,0.68,0.159,0.2
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,47,0.605,0.149,-0.3
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,47,0.605,0.149,0.6
jaxson hayes,2019,82.25,87.5,27.0,11.74,3.37,2019.0,47,0.605,0.149,0.2
dewan hernandez,2019,81.0,85.75,30.5,11.46,3.28,2019.0,6,0.432,0.257,-9.6
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,6,0.535,0.18,-2.1
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,6,0.535,0.18,-1.2
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,6,0.535,0.18,-3.3
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,65,0.536,0.21,-2.1
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,65,0.536,0.21,-1.2
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,65,0.536,0.21,-3.3
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,60,0.503,0.1889999999999999,-2.1
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,60,0.503,0.1889999999999999,-1.2
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,60,0.503,0.1889999999999999,-3.3
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,65,0.508,0.25,-2.1
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,65,0.508,0.25,-1.2
talen horton-tucker,2019,74.5,85.25,26.0,11.34,3.34,2019.0,65,0.508,0.25,-3.3
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,31,0.425,0.17,-3.7
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,31,0.425,0.17,-0.7
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,31,0.425,0.17,-2.3
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,33,0.585,0.181,-3.7
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,33,0.585,0.181,-0.7
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,33,0.585,0.181,-2.3
ty jerome,2019,76.25,76.0,26.0,11.21,3.4,2019.0,48,0.488,0.205,-3.7
