player_name,draft_year_x,height,wingspan,vertical,lane_agility,sprint_time,draft_year_y,gp,ts_pct,usg_pct,BPM
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,81,0.528,0.2769999999999999,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,78,0.505,0.257,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,73,0.51,0.284,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,47,0.502,0.253,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,75,0.462,0.276,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,55,0.5589999999999999,0.255,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,24,0.474,0.24,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,20,0.563,0.29,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,56,0.584,0.248,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,74,0.556,0.261,-1.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-1.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-1.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-2.1
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-4.7
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-2.0
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-4.5
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,0.9
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-0.8
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-0.2
michael beasley,2008,79.0,84.25,30.0,11.06,3.24,2008.0,26,0.532,0.288,-1.5
joe crawford,2008,75.0,77.75,31.0,11.67,3.22,2008.0,2,0.414,0.216,-2.7
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,3,0.5,0.168,0.3
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,3,0.5,0.168,-5.2
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,3,0.5,0.168,-4.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,3,0.5,0.168,-6.4
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,3,0.5,0.168,-1.6
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,3,0.5,0.168,-3.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,15,0.455,0.124,0.3
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,15,0.455,0.124,-5.2
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,15,0.455,0.124,-4.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,15,0.455,0.124,-6.4
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,15,0.455,0.124,-1.6
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,15,0.455,0.124,-3.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,43,0.529,0.141,0.3
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,43,0.529,0.141,-5.2
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,43,0.529,0.141,-4.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,43,0.529,0.141,-6.4
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,43,0.529,0.141,-1.6
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,43,0.529,0.141,-3.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,69,0.507,0.11,0.3
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,69,0.507,0.11,-5.2
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,69,0.507,0.11,-4.1
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,69,0.507,0.11,-6.4
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,69,0.507,0.11,-1.6
joey dorsey,2008,78.25,85.75,27.5,11.84,3.2,2008.0,69,0.507,0.11,-3.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,78,0.593,0.208,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,62,0.5710000000000001,0.214,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,56,0.5660000000000001,0.262,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,9,0.5489999999999999,0.289,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,42,0.523,0.284,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,64,0.54,0.2289999999999999,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,61,0.544,0.198,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,45,0.565,0.205,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-3.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-1.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,75,0.557,0.22,-2.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-0.4
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-0.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,2.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,1.9
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-1.3
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-0.5
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-1.0
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-0.1
eric gordon,2008,74.0,81.0,32.0,10.81,3.01,2008.0,69,0.578,0.238,-0.1
